Education_Method,Score,Satisfaction
Online,73.42046294744239,3.1086854220862374
Online,77.69207697592645,3.4448053504865563
Online,79.65879197337685,2.972685768007493
Online,88.56671360824683,3.9101239186623404
Online,76.2762258897578,3.7315651646593038
Online,75.86780730670493,3.6395478821962266
Online,79.50773737787284,3.6694520626079723
Online,76.68260856818947,4.5105217807423985
Online,85.63317961053254,3.265567906016602
Online,74.60034245818288,2.3992793572497213
Online,74.26265673794448,3.5996500984482327
Online,77.81089977627784,3.474698229519167
Online,77.50983774653848,3.2412404787447984
Online,89.64766026908492,3.010585070320615
Online,84.7471040346288,3.280405239098926
Online,80.43775620692595,3.5906692146089108
Online,73.87282240584916,3.248591649678731
Online,84.22181488200773,4.706226839771874
Online,74.99892326305218,3.019747809183426
Online,72.27614451611194,3.1034413186461642
Online,85.94014896176151,2.3556899799927358
Online,81.58471305962425,3.6257422075107684
Online,84.6042941189041,2.4917966861001197
Online,81.59363826471511,3.2302726833127493
Online,84.28415305951346,3.3621647327197217
Online,76.74487203349926,3.145136017076556
Online,74.82878579107768,4.3694363387272555
Online,83.40797259140814,3.9971971956577494
Online,75.98295167913079,4.159568438150788
Online,76.55225111124899,3.0587905907250406
Online,77.72233748241328,4.064297032257285
Online,80.08739579512529,3.748000473171981
Online,78.23003044373257,3.8857029743384226
Online,73.1252435329099,4.014719414391384
Online,76.78190798583555,3.0456183770204737
Online,68.88298423887787,3.2878411895110493
Online,83.12615725513594,3.9312980056642255
Online,71.98971172196626,2.172190453512534
Online,74.47808330285775,4.256664041286602
Online,80.26082539630487,3.776566032103792
Online,76.30218501804343,3.4771480196698827
Online,87.71507297703369,3.6102538278785867
Online,73.53571545138276,2.985032358345512
Online,81.33525434674591,3.325028317705448
Online,79.80358590886252,4.050142169110186
Online,74.15953251129402,4.149010986163111
Online,82.61638330265878,4.84811202628179
Online,79.14226834388876,3.4630376668597926
Online,83.85895275606833,3.1707235165974983
Online,84.11752076981865,3.242883017030006
Online,90.81617974640345,2.9909790623563177
Online,86.68263974718197,3.4610726220295747
Hybrid,88.15409081028778,4.691366215006134
Hybrid,88.80310411212037,4.482878859734023
Hybrid,95.49829797943556,5.0481734228329
Hybrid,93.27631865361299,4.382892099327732
Hybrid,93.20065763048797,4.326274673750718
Hybrid,81.91521977844583,4.209365761569837
Hybrid,89.87836937800532,3.6836827368827523
Hybrid,86.30984545397156,3.716116137845773
Hybrid,91.39962299521619,3.910421034681156
Hybrid,89.5092480517852,5.15071403583238
Hybrid,94.55089454046296,4.947630136444965
Hybrid,91.58609107595652,5.187482033196495
Hybrid,93.93163981054488,3.833894172702749
Hybrid,87.66790451632029,3.5156876551069898
Hybrid,85.27776872040874,4.169971839932958
Hybrid,87.94975153398725,4.587909476648014
Hybrid,89.9148979306928,4.749345137454914
Hybrid,91.8957586777754,5.023986077984026
Hybrid,101.29654475345426,4.642139835403607
Hybrid,89.78871424169678,5.3713343903278155
Hybrid,85.22027499753611,4.38869715952584
Hybrid,88.27009112150307,4.043460390979102
Hybrid,87.68202012676953,3.6593908922527834
Hybrid,92.40740736886731,4.055514320952275
Hybrid,82.29601492777688,4.6210589804925615
Hybrid,90.31630997100166,4.0556398713231845
Hybrid,90.78253268982688,4.9683712317676285
Hybrid,91.16090518100138,5.2061638530187215
Hybrid,87.01341965517318,3.3152065473866985
Hybrid,88.81039135131996,4.932026150248824
Hybrid,82.87969545508734,3.3801979706691316
Hybrid,87.53340058318904,4.700749527545144
Hybrid,87.28569261991642,5.11243528209683
Hybrid,92.08025023130713,4.532428053171788
Hybrid,84.21908784089044,3.86015541339788
Hybrid,93.90599050854996,4.207284397861113
Hybrid,97.47242272245684,4.36917727714455
Hybrid,79.65007487493233,4.408877608105029
Hybrid,92.13129365389051,4.398551579616666
Hybrid,93.38454017515123,4.445058610345343
Hybrid,86.81281487223886,4.6067400244550845
Hybrid,88.01364092835601,3.895713173133389
Hybrid,89.33559711206522,4.37899008506489
Hybrid,88.51104560299136,5.259130585177853
Hybrid,88.45493515476439,4.307677288428741
Hybrid,81.61998096835012,4.278081953422401
Hybrid,95.7616578239156,5.039098651857119
Hybrid,95.3980929601841,3.2204076668279518
Hybrid,85.93317870397898,5.090689300644143
Hybrid,82.66787836098743,4.184048120997416
Hybrid,92.60532438226379,4.5819642862262935
Hybrid,87.12106015093467,4.548160677960598
Hybrid,90.7097658166039,4.971234059610197
Hybrid,88.40335791427452,4.366202626882326
Hybrid,93.45769375535093,4.160987109217775
Hybrid,93.47374571828003,5.1489228953255495
Hybrid,86.37201310768208,3.3179130914294097
Hybrid,83.08318022302473,4.5101670908526215
Hybrid,82.08530801332459,3.82603728868544
Hybrid,93.05189689553603,4.11921330587172
Hybrid,84.05570371107986,5.505628340731569
Hybrid,87.46591822850657,4.477702286772072
Hybrid,87.01842980774745,4.59753484857569
Hybrid,89.73716351865227,3.6092185721472045
Hybrid,80.31860097076746,4.135477670602652
Hybrid,90.94389298396915,4.598278700364393
Hybrid,92.61945511917102,4.677378846556609
Hybrid,90.44211043522331,4.808443277196639
Hybrid,88.44556914150765,4.504313949458788
Hybrid,90.48700083134392,4.76350210422733
Hybrid,91.99523172820065,4.726890956317842
Hybrid,76.13703621786675,3.5851297944977345
Hybrid,99.77956154125347,4.518502860955075
Hybrid,91.95046661343963,4.883951203866352
Hybrid,86.7379570880649,4.79493991036726
Hybrid,88.045233124062,4.318070595014605
Hybrid,92.46870888674594,4.097186746230316
Hybrid,89.41948030482817,3.940844037839184
Hybrid,79.84657766109252,4.434472994229294
Hybrid,100.3224643067966,5.066539939779861
Hybrid,89.44729671383763,3.524097949259199
Hybrid,95.100863558579,4.170054135135251
Hybrid,86.53975076107804,3.930098772286613
Hybrid,97.68188527122899,4.89247876062025
Hybrid,91.4317184444614,4.222845186714349
Hybrid,93.04421917237725,4.2646811709226045
Hybrid,84.77373316926523,4.391525215031676
Hybrid,96.05572644841351,4.722696625447399
Hybrid,93.44909082267394,4.303805500925182
Hybrid,96.50923114782499,2.9769284726000365
Hybrid,86.8595622017921,4.77165594569376
Hybrid,87.59486440769606,4.719521478836021
Hybrid,101.51958348841971,4.390229485834394
Hybrid,84.69992088639226,3.9579816896640327
Hybrid,89.32025149660839,4.6758900553406795
Hybrid,95.68445681301347,4.689617766767793
Hybrid,90.48862483857428,4.264983558649563
Hybrid,92.91476839876647,4.391634264712231
Hybrid,88.00275485368563,4.0349217487378395
Hybrid,91.8502794392376,4.410705453956336
